Teacher_ID,Teacher_Name,Department,Year,Course_ID,Course_Duration,Course_Digit,Course_Present,Digit_Ratio,Digit_Percentage,Digitalization
9,Palin,History,2013,85,15,3,12,0.17,17,Low Digitalization
9,Palin,History,2013,86,52,18,34,0.35,35,Medium-Low Digitalization
9,Palin,History,2013,87,45,20,25,0.45,45,Medium-Low Digitalization
9,Palin,History,2013,88,15,3,12,0.23,23,Medium-Low Digitalization
9,Palin,History,2013,89,50,5,45,0.1,10,Low Digitalization
9,Palin,History,2013,90,47,12,35,0.26,26,Medium-Low Digitalization
9,Palin,History,2013,91,6,1,5,0.12,12,Low Digitalization
9,Palin,History,2013,92,41,14,27,0.33,33,Medium-Low Digitalization
9,Palin,History,2013,93,23,5,18,0.23,23,Medium-Low Digitalization
9,Palin,History,2013,94,16,2,14,0.1,10,Low Digitalization
9,Palin,History,2013,95,25,4,22,0.14,14,Low Digitalization
9,Palin,History,2013,96,38,7,31,0.18,18,Low Digitalization
10,Meche,History,2013,97,17,8,8,0.5,50,Medium-Low Digitalization
10,Meche,History,2013,98,16,0,16,0.01,1,Low Digitalization
10,Meche,History,2013,99,5,2,3,0.42,42,Medium-Low Digitalization
10,Meche,History,2013,100,10,2,8,0.2,20,Low Digitalization
10,Meche,History,2013,101,10,1,9,0.11,11,Low Digitalization
10,Meche,History,2013,102,7,2,5,0.32,32,Medium-Low Digitalization
10,Meche,History,2013,103,11,1,10,0.1,10,Low Digitalization
10,Meche,History,2013,104,34,3,31,0.09,9,Low Digitalization
10,Meche,History,2013,105,9,4,5,0.46,46,Medium-Low Digitalization
10,Meche,History,2013,106,5,2,3,0.48,48,Medium-Low Digitalization
10,Meche,History,2013,107,30,15,15,0.49,49,Medium-Low Digitalization
10,Meche,History,2013,108,10,3,7,0.32,32,Medium-Low Digitalization
10,Meche,History,2013,109,19,5,14,0.27,27,Medium-Low Digitalization
10,Meche,History,2013,110,27,11,16,0.41,41,Medium-Low Digitalization
10,Meche,History,2013,111,15,7,8,0.45,45,Medium-Low Digitalization
10,Meche,History,2013,112,11,0,11,0.01,1,Low Digitalization
10,Meche,History,2013,113,22,6,16,0.29,28,Medium-Low Digitalization
10,Meche,History,2013,114,40,7,33,0.17,17,Low Digitalization
10,Meche,History,2013,115,26,5,21,0.19,19,Low Digitalization
10,Meche,History,2013,116,8,3,5,0.42,42,Medium-Low Digitalization
10,Meche,History,2013,117,14,7,7,0.5,50,Medium-Low Digitalization
10,Meche,History,2013,118,32,5,27,0.17,17,Low Digitalization
11,Guillemette,History,2013,119,9,3,6,0.3,30,Medium-Low Digitalization
11,Guillemette,History,2013,120,13,1,12,0.04,4,Low Digitalization
11,Guillemette,History,2013,121,5,2,3,0.4,40,Medium-Low Digitalization
11,Guillemette,History,2013,122,15,6,9,0.4,40,Medium-Low Digitalization
11,Guillemette,History,2013,123,9,4,5,0.44,44,Medium-Low Digitalization
11,Guillemette,History,2013,124,8,0,8,0.01,1,Low Digitalization
11,Guillemette,History,2013,125,21,3,18,0.15,15,Low Digitalization
11,Guillemette,History,2013,126,41,9,32,0.22,22,Medium-Low Digitalization
11,Guillemette,History,2013,127,12,6,6,0.5,50,Medium-Low Digitalization
11,Guillemette,History,2013,128,37,1,36,0.03,3,Low Digitalization
11,Guillemette,History,2013,129,30,13,17,0.43,43,Medium-Low Digitalization
11,Guillemette,History,2013,130,16,2,14,0.13,13,Low Digitalization
11,Guillemette,History,2013,131,13,5,8,0.39,39,Medium-Low Digitalization
11,Guillemette,History,2013,132,28,1,27,0.02,2,Low Digitalization
11,Guillemette,History,2013,133,38,15,23,0.4,40,Medium-Low Digitalization
11,Guillemette,History,2013,134,10,4,6,0.45,45,Medium-Low Digitalization
11,Guillemette,History,2013,135,35,5,30,0.14,14,Low Digitalization
11,Guillemette,History,2013,136,11,3,8,0.27,27,Medium-Low Digitalization
11,Guillemette,History,2013,137,6,0,6,0.03,3,Low Digitalization
11,Guillemette,History,2013,138,15,1,14,0.08,8,Low Digitalization
12,Dessert,History,2013,139,39,11,28,0.28,28,Medium-Low Digitalization
12,Dessert,History,2013,140,43,17,26,0.4,40,Medium-Low Digitalization
12,Dessert,History,2013,141,10,1,9,0.08,8,Low Digitalization
12,Dessert,History,2013,142,15,4,10,0.3,30,Medium-Low Digitalization
12,Dessert,History,2013,143,30,10,20,0.33,33,Medium-Low Digitalization
12,Dessert,History,2013,144,35,2,33,0.06,6,Low Digitalization
12,Dessert,History,2013,145,14,5,9,0.36,36,Medium-Low Digitalization
12,Dessert,History,2013,146,10,4,6,0.45,45,Medium-Low Digitalization
12,Dessert,History,2013,147,8,3,5,0.39,39,Medium-Low Digitalization
12,Dessert,History,2013,148,28,4,24,0.16,16,Low Digitalization
12,Dessert,History,2013,149,22,1,21,0.04,4,Low Digitalization
12,Dessert,History,2013,150,10,1,9,0.08,8,Low Digitalization
12,Dessert,History,2013,151,19,9,10,0.48,48,Medium-Low Digitalization
12,Dessert,History,2013,152,12,5,7,0.45,45,Medium-Low Digitalization
12,Dessert,History,2013,153,9,2,7,0.18,18,Low Digitalization
12,Dessert,History,2013,154,38,13,25,0.34,34,Medium-Low Digitalization
12,Dessert,History,2013,155,56,13,43,0.24,24,Medium-Low Digitalization
13,Deman,History,2013,156,41,0,41,0.0,0,Low Digitalization
13,Deman,History,2013,157,15,0,15,0.03,3,Low Digitalization
13,Deman,History,2013,158,15,5,10,0.36,36,Medium-Low Digitalization
13,Deman,History,2013,159,9,4,5,0.47,47,Medium-Low Digitalization
13,Deman,History,2013,160,36,6,30,0.16,16,Low Digitalization
13,Deman,History,2013,161,8,2,6,0.26,26,Medium-Low Digitalization
13,Deman,History,2013,162,6,2,4,0.29,28,Medium-Low Digitalization
13,Deman,History,2013,163,18,8,10,0.42,42,Medium-Low Digitalization
13,Deman,History,2013,164,15,4,11,0.24,24,Medium-Low Digitalization
13,Deman,History,2013,165,24,9,15,0.39,39,Medium-Low Digitalization
13,Deman,History,2013,166,12,2,10,0.2,20,Low Digitalization
13,Deman,History,2013,167,8,3,5,0.34,34,Medium-Low Digitalization
13,Deman,History,2013,168,30,5,25,0.18,18,Low Digitalization
13,Deman,History,2013,169,28,6,22,0.23,23,Medium-Low Digitalization
13,Deman,History,2013,170,14,2,12,0.15,15,Low Digitalization
13,Deman,History,2013,171,19,3,16,0.17,17,Low Digitalization
13,Deman,History,2013,172,15,7,8,0.49,49,Medium-Low Digitalization
13,Deman,History,2013,173,8,0,8,0.04,4,Low Digitalization
13,Deman,History,2013,174,16,6,10,0.4,40,Medium-Low Digitalization
13,Deman,History,2013,175,16,4,12,0.25,25,Medium-Low Digitalization
13,Deman,History,2013,176,23,9,14,0.39,39,Medium-Low Digitalization
14,Bruneau,History,2013,177,53,12,41,0.23,23,Medium-Low Digitalization
14,Bruneau,History,2013,178,26,11,15,0.42,42,Medium-Low Digitalization
14,Bruneau,History,2013,179,13,4,9,0.27,27,Medium-Low Digitalization
14,Bruneau,History,2013,180,5,1,4,0.22,22,Medium-Low Digitalization
14,Bruneau,History,2013,181,12,1,11,0.11,11,Low Digitalization
14,Bruneau,History,2013,182,8,2,6,0.22,22,Medium-Low Digitalization
14,Bruneau,History,2013,183,35,11,24,0.31,31,Medium-Low Digitalization
14,Bruneau,History,2013,184,12,1,11,0.06,6,Low Digitalization
14,Bruneau,History,2013,185,5,2,3,0.37,37,Medium-Low Digitalization
14,Bruneau,History,2013,186,22,2,20,0.1,10,Low Digitalization
14,Bruneau,History,2013,187,32,16,16,0.5,50,Medium-Low Digitalization
14,Bruneau,History,2013,188,36,15,21,0.42,42,Medium-Low Digitalization
14,Bruneau,History,2013,189,7,2,5,0.31,31,Medium-Low Digitalization
14,Bruneau,History,2013,190,20,2,18,0.12,12,Low Digitalization
14,Bruneau,History,2013,191,6,3,3,0.48,48,Medium-Low Digitalization
14,Bruneau,History,2013,192,36,0,36,0.01,1,Low Digitalization
14,Bruneau,History,2013,193,5,0,5,0.02,2,Low Digitalization
14,Bruneau,History,2013,194,15,1,14,0.07,7,Low Digitalization
14,Bruneau,History,2013,195,18,6,12,0.32,32,Medium-Low Digitalization
15,Thibodaux,Sociology,2013,196,15,4,11,0.25,25,Medium-Low Digitalization
15,Thibodaux,Sociology,2013,197,11,5,6,0.49,49,Medium-Low Digitalization
15,Thibodaux,Sociology,2013,198,33,10,23,0.29,28,Medium-Low Digitalization
15,Thibodaux,Sociology,2013,199,15,2,13,0.12,12,Low Digitalization
15,Thibodaux,Sociology,2013,200,33,10,23,0.29,28,Medium-Low Digitalization
15,Thibodaux,Sociology,2013,201,42,10,32,0.25,25,Medium-Low Digitalization
15,Thibodaux,Sociology,2013,202,12,2,10,0.14,14,Low Digitalization
15,Thibodaux,Sociology,2013,203,8,1,7,0.11,11,Low Digitalization
15,Thibodaux,Sociology,2013,204,10,3,7,0.28,28,Medium-Low Digitalization
15,Thibodaux,Sociology,2013,205,33,13,20,0.4,40,Medium-Low Digitalization
15,Thibodaux,Sociology,2013,206,26,7,19,0.28,28,Medium-Low Digitalization
15,Thibodaux,Sociology,2013,207,18,8,10,0.42,42,Medium-Low Digitalization
15,Thibodaux,Sociology,2013,208,32,7,25,0.22,22,Medium-Low Digitalization
15,Thibodaux,Sociology,2013,209,29,1,28,0.03,3,Low Digitalization
15,Thibodaux,Sociology,2013,210,32,8,24,0.25,25,Medium-Low Digitalization
15,Thibodaux,Sociology,2013,211,22,9,13,0.43,43,Medium-Low Digitalization
16,Leveque,Sociology,2013,212,28,5,23,0.17,17,Low Digitalization
16,Leveque,Sociology,2013,213,7,2,5,0.32,32,Medium-Low Digitalization
16,Leveque,Sociology,2013,214,34,14,20,0.4,40,Medium-Low Digitalization
16,Leveque,Sociology,2013,215,31,4,27,0.14,14,Low Digitalization
16,Leveque,Sociology,2013,216,8,4,4,0.44,44,Medium-Low Digitalization
16,Leveque,Sociology,2013,217,23,9,14,0.37,37,Medium-Low Digitalization
16,Leveque,Sociology,2013,218,26,11,15,0.42,42,Medium-Low Digitalization
16,Leveque,Sociology,2013,219,24,3,21,0.14,14,Low Digitalization
16,Leveque,Sociology,2013,220,25,5,20,0.19,19,Low Digitalization
16,Leveque,Sociology,2013,221,27,7,20,0.25,25,Medium-Low Digitalization
16,Leveque,Sociology,2013,222,24,3,21,0.11,11,Low Digitalization
16,Leveque,Sociology,2013,223,29,12,17,0.41,41,Medium-Low Digitalization
16,Leveque,Sociology,2013,224,10,1,9,0.13,13,Low Digitalization
16,Leveque,Sociology,2013,225,39,20,20,0.5,50,Medium-Low Digitalization
16,Leveque,Sociology,2013,226,54,7,47,0.13,13,Low Digitalization
17,Spenard,Sociology,2013,227,13,2,11,0.17,17,Low Digitalization
17,Spenard,Sociology,2013,228,10,3,7,0.29,28,Medium-Low Digitalization
17,Spenard,Sociology,2013,229,32,0,32,0.01,1,Low Digitalization
17,Spenard,Sociology,2013,230,50,2,48,0.05,5,Low Digitalization
17,Spenard,Sociology,2013,231,14,4,10,0.25,25,Medium-Low Digitalization
17,Spenard,Sociology,2013,232,33,9,24,0.26,26,Medium-Low Digitalization
17,Spenard,Sociology,2013,233,34,17,17,0.5,50,Medium-Low Digitalization
18,Livernois,Sociology,2013,234,30,8,22,0.25,25,Medium-Low Digitalization
18,Livernois,Sociology,2013,235,15,7,8,0.48,48,Medium-Low Digitalization
18,Livernois,Sociology,2013,236,30,4,26,0.14,14,Low Digitalization
18,Livernois,Sociology,2013,237,15,2,14,0.1,10,Low Digitalization
18,Livernois,Sociology,2013,238,15,5,10,0.33,33,Medium-Low Digitalization
18,Livernois,Sociology,2013,239,31,15,16,0.49,49,Medium-Low Digitalization
18,Livernois,Sociology,2013,240,32,1,31,0.02,2,Low Digitalization
18,Livernois,Sociology,2013,241,13,4,9,0.28,28,Medium-Low Digitalization
18,Livernois,Sociology,2013,242,9,3,6,0.33,33,Medium-Low Digitalization
18,Livernois,Sociology,2013,243,27,2,25,0.09,9,Low Digitalization
18,Livernois,Sociology,2013,244,12,6,6,0.48,48,Medium-Low Digitalization
18,Livernois,Sociology,2013,245,35,4,31,0.12,12,Low Digitalization
18,Livernois,Sociology,2013,246,17,1,16,0.05,5,Low Digitalization
18,Livernois,Sociology,2013,247,18,3,15,0.19,19,Low Digitalization
18,Livernois,Sociology,2013,248,9,4,5,0.45,45,Medium-Low Digitalization
18,Livernois,Sociology,2013,249,10,1,9,0.12,12,Low Digitalization
18,Livernois,Sociology,2013,250,47,9,38,0.19,19,Low Digitalization
19,Amar,Sociology,2013,251,15,4,10,0.3,30,Medium-Low Digitalization
19,Amar,Sociology,2013,252,9,4,5,0.46,46,Medium-Low Digitalization
19,Amar,Sociology,2013,253,10,3,7,0.26,26,Medium-Low Digitalization
19,Amar,Sociology,2013,254,31,7,24,0.22,22,Medium-Low Digitalization
19,Amar,Sociology,2013,255,35,7,28,0.21,21,Medium-Low Digitalization
19,Amar,Sociology,2013,256,49,0,49,0.0,0,Low Digitalization
19,Amar,Sociology,2013,257,35,12,23,0.33,33,Medium-Low Digitalization
19,Amar,Sociology,2013,258,27,5,22,0.19,19,Low Digitalization
19,Amar,Sociology,2013,259,46,2,44,0.05,5,Low Digitalization
19,Amar,Sociology,2013,260,16,6,10,0.4,40,Medium-Low Digitalization
19,Amar,Sociology,2013,261,20,7,13,0.34,34,Medium-Low Digitalization
19,Amar,Sociology,2013,262,35,17,18,0.49,49,Medium-Low Digitalization
19,Amar,Sociology,2013,263,6,3,3,0.45,45,Medium-Low Digitalization
19,Amar,Sociology,2013,264,8,2,6,0.27,27,Medium-Low Digitalization
19,Amar,Sociology,2013,265,29,4,25,0.14,14,Low Digitalization
20,Fontenette,Sociology,2013,266,16,0,16,0.01,1,Low Digitalization
20,Fontenette,Sociology,2013,267,39,18,21,0.46,46,Medium-Low Digitalization
20,Fontenette,Sociology,2013,268,35,15,20,0.44,44,Medium-Low Digitalization
20,Fontenette,Sociology,2013,269,60,26,34,0.44,44,Medium-Low Digitalization
20,Fontenette,Sociology,2013,270,11,1,10,0.12,12,Low Digitalization
20,Fontenette,Sociology,2013,271,24,10,14,0.42,42,Medium-Low Digitalization
20,Fontenette,Sociology,2013,272,10,4,6,0.41,41,Medium-Low Digitalization
20,Fontenette,Sociology,2013,273,24,1,23,0.03,3,Low Digitalization
20,Fontenette,Sociology,2013,274,42,3,39,0.06,6,Low Digitalization
20,Fontenette,Sociology,2013,275,47,16,31,0.33,33,Medium-Low Digitalization
20,Fontenette,Sociology,2013,276,17,0,17,0.01,1,Low Digitalization
20,Fontenette,Sociology,2013,277,24,11,13,0.47,47,Medium-Low Digitalization
20,Fontenette,Sociology,2013,278,15,4,11,0.24,24,Medium-Low Digitalization
20,Fontenette,Sociology,2013,279,35,15,20,0.42,42,Medium-Low Digitalization
21,Ravenel,Sociology,2013,280,18,0,18,0.01,1,Low Digitalization
21,Ravenel,Sociology,2013,281,27,3,24,0.12,12,Low Digitalization
21,Ravenel,Sociology,2013,282,36,17,19,0.46,46,Medium-Low Digitalization
21,Ravenel,Sociology,2013,283,13,3,10,0.21,21,Medium-Low Digitalization
21,Ravenel,Sociology,2013,284,11,5,6,0.43,43,Medium-Low Digitalization
21,Ravenel,Sociology,2013,285,39,10,29,0.25,25,Medium-Low Digitalization
21,Ravenel,Sociology,2013,286,15,6,9,0.42,42,Medium-Low Digitalization
21,Ravenel,Sociology,2013,287,32,14,18,0.43,43,Medium-Low Digitalization
22,Graves,Sociology,2013,288,15,7,8,0.47,47,Medium-Low Digitalization
22,Graves,Sociology,2013,289,7,1,6,0.21,21,Medium-Low Digitalization
22,Graves,Sociology,2013,290,9,1,8,0.08,8,Low Digitalization
22,Graves,Sociology,2013,291,39,4,35,0.1,10,Low Digitalization
22,Graves,Sociology,2013,292,14,3,11,0.2,20,Low Digitalization
22,Graves,Sociology,2013,293,11,1,10,0.08,8,Low Digitalization
22,Graves,Sociology,2013,294,39,19,20,0.49,49,Medium-Low Digitalization
22,Graves,Sociology,2013,295,25,12,13,0.49,49,Medium-Low Digitalization
22,Graves,Sociology,2013,296,35,11,24,0.32,32,Medium-Low Digitalization
22,Graves,Sociology,2013,297,9,2,7,0.19,19,Low Digitalization
22,Graves,Sociology,2013,298,12,1,11,0.05,5,Low Digitalization
22,Graves,Sociology,2013,299,6,1,5,0.1,10,Low Digitalization
22,Graves,Sociology,2013,300,28,4,24,0.16,16,Low Digitalization
22,Graves,Sociology,2013,301,22,0,22,0.02,2,Low Digitalization
22,Graves,Sociology,2013,302,56,25,31,0.45,45,Medium-Low Digitalization
22,Graves,Sociology,2013,303,12,5,7,0.45,45,Medium-Low Digitalization
22,Graves,Sociology,2013,304,8,0,8,0.02,2,Low Digitalization
22,Graves,Sociology,2013,305,5,2,3,0.46,46,Medium-Low Digitalization
22,Graves,Sociology,2013,306,19,7,12,0.36,36,Medium-Low Digitalization
23,Frere,Law,2013,307,21,7,14,0.35,35,Medium-Low Digitalization
23,Frere,Law,2013,308,14,7,7,0.5,50,Medium-Low Digitalization
23,Frere,Law,2013,309,6,1,5,0.09,9,Low Digitalization
23,Frere,Law,2013,310,35,10,24,0.3,30,Medium-Low Digitalization
23,Frere,Law,2013,311,5,1,4,0.17,17,Low Digitalization
23,Frere,Law,2013,312,38,4,34,0.11,11,Low Digitalization
23,Frere,Law,2013,313,27,8,19,0.28,28,Medium-Low Digitalization
23,Frere,Law,2013,314,40,3,37,0.08,8,Low Digitalization
24,Rochette,Law,2013,315,51,17,34,0.34,34,Medium-Low Digitalization
24,Rochette,Law,2013,316,13,6,7,0.49,49,Medium-Low Digitalization
24,Rochette,Law,2013,317,12,1,11,0.05,5,Low Digitalization
24,Rochette,Law,2013,318,22,4,18,0.18,18,Low Digitalization
24,Rochette,Law,2013,319,25,6,19,0.25,25,Medium-Low Digitalization
24,Rochette,Law,2013,320,60,4,56,0.07,7,Low Digitalization
25,Michaud,Law,2013,321,35,5,30,0.15,15,Low Digitalization
25,Michaud,Law,2013,322,12,4,8,0.3,30,Medium-Low Digitalization
25,Michaud,Law,2013,323,35,7,28,0.2,20,Low Digitalization
25,Michaud,Law,2013,324,5,2,3,0.49,49,Medium-Low Digitalization
25,Michaud,Law,2013,325,54,17,37,0.32,32,Medium-Low Digitalization
25,Michaud,Law,2013,326,15,3,12,0.19,19,Low Digitalization
25,Michaud,Law,2013,327,8,4,4,0.44,44,Medium-Low Digitalization
25,Michaud,Law,2013,328,7,0,7,0.01,1,Low Digitalization
25,Michaud,Law,2013,329,29,11,18,0.39,39,Medium-Low Digitalization
26,Grosjean,Law,2013,330,14,3,11,0.22,22,Medium-Low Digitalization
26,Grosjean,Law,2013,331,26,11,15,0.43,43,Medium-Low Digitalization
26,Grosjean,Law,2013,332,9,2,7,0.21,21,Medium-Low Digitalization
26,Grosjean,Law,2013,333,10,1,9,0.09,9,Low Digitalization
26,Grosjean,Law,2013,334,14,1,13,0.06,6,Low Digitalization
26,Grosjean,Law,2013,335,10,4,6,0.44,44,Medium-Low Digitalization
26,Grosjean,Law,2013,336,23,8,15,0.36,36,Medium-Low Digitalization
26,Grosjean,Law,2013,337,10,0,10,0.02,2,Low Digitalization
26,Grosjean,Law,2013,338,29,2,27,0.08,8,Low Digitalization
26,Grosjean,Law,2013,339,11,1,10,0.12,12,Low Digitalization
26,Grosjean,Law,2013,340,29,9,20,0.32,32,Medium-Low Digitalization
26,Grosjean,Law,2013,341,10,1,9,0.11,11,Low Digitalization
26,Grosjean,Law,2013,342,5,0,5,0.02,2,Low Digitalization
26,Grosjean,Law,2013,343,9,4,5,0.39,39,Medium-Low Digitalization
26,Grosjean,Law,2013,344,29,3,26,0.11,11,Low Digitalization
26,Grosjean,Law,2013,345,7,2,5,0.29,28,Medium-Low Digitalization
26,Grosjean,Law,2013,346,10,4,6,0.4,40,Medium-Low Digitalization
26,Grosjean,Law,2013,347,36,4,32,0.1,10,Low Digitalization
26,Grosjean,Law,2013,348,17,1,16,0.05,5,Low Digitalization
26,Grosjean,Law,2013,349,33,14,19,0.43,43,Medium-Low Digitalization
26,Grosjean,Law,2013,350,8,1,7,0.13,13,Low Digitalization
26,Grosjean,Law,2013,351,6,1,5,0.19,19,Low Digitalization
26,Grosjean,Law,2013,352,11,1,10,0.1,10,Low Digitalization
27,Milbert,Law,2013,353,39,13,26,0.33,33,Medium-Low Digitalization
27,Milbert,Law,2013,354,9,4,5,0.39,39,Medium-Low Digitalization
27,Milbert,Law,2013,355,6,2,4,0.33,33,Medium-Low Digitalization
27,Milbert,Law,2013,356,9,3,6,0.38,38,Medium-Low Digitalization
27,Milbert,Law,2013,357,52,1,51,0.02,2,Low Digitalization
27,Milbert,Law,2013,358,42,10,32,0.24,24,Medium-Low Digitalization
27,Milbert,Law,2013,359,10,2,8,0.23,23,Medium-Low Digitalization
27,Milbert,Law,2013,360,25,3,22,0.13,13,Low Digitalization
27,Milbert,Law,2013,361,21,5,16,0.23,23,Medium-Low Digitalization
27,Milbert,Law,2013,362,34,14,20,0.42,42,Medium-Low Digitalization
27,Milbert,Law,2013,363,10,4,6,0.38,38,Medium-Low Digitalization
27,Milbert,Law,2013,364,38,1,37,0.03,3,Low Digitalization
27,Milbert,Law,2013,365,9,0,9,0.02,2,Low Digitalization
