Teacher_ID,Teacher_Name,Department,Year,Course_ID,Course_Duration,Course_Digit,Course_Present,Digit_Ratio,Digit_Percentage,Digitalization
37,Gayton,Management,2014,500,14,3,11,0.24,23,Medium-Low Digitalization
37,Gayton,Management,2014,501,7,4,3,0.54,54,Medium-High Digitalization
37,Gayton,Management,2014,502,6,0,6,0.03,3,Low Digitalization
37,Gayton,Management,2014,503,36,11,25,0.32,31,Medium-Low Digitalization
37,Gayton,Management,2014,504,6,1,5,0.16,15,Low Digitalization
37,Gayton,Management,2014,505,34,4,30,0.13,12,Low Digitalization
37,Gayton,Management,2014,506,11,1,10,0.12,11,Low Digitalization
37,Gayton,Management,2014,507,7,4,3,0.57,56,Medium-High Digitalization
37,Gayton,Management,2014,508,16,2,14,0.15,15,Low Digitalization
37,Gayton,Management,2014,509,39,13,26,0.32,32,Medium-Low Digitalization
37,Gayton,Management,2014,510,24,9,15,0.37,36,Medium-Low Digitalization
37,Gayton,Management,2014,511,40,21,19,0.52,52,Medium-High Digitalization
37,Gayton,Management,2014,512,7,0,7,0.07,7,Low Digitalization
37,Gayton,Management,2014,513,32,9,23,0.27,27,Medium-Low Digitalization
37,Gayton,Management,2014,514,34,15,19,0.45,45,Medium-Low Digitalization
37,Gayton,Management,2014,515,32,10,22,0.31,30,Medium-Low Digitalization
38,Tally,Management,2014,516,10,4,6,0.41,40,Medium-Low Digitalization
38,Tally,Management,2014,517,33,18,15,0.53,53,Medium-High Digitalization
38,Tally,Management,2014,518,24,7,17,0.29,28,Medium-Low Digitalization
38,Tally,Management,2014,519,40,7,33,0.18,18,Low Digitalization
38,Tally,Management,2014,520,17,0,17,0.01,1,Low Digitalization
38,Tally,Management,2014,521,17,7,10,0.4,40,Medium-Low Digitalization
38,Tally,Management,2014,522,23,9,14,0.37,37,Medium-Low Digitalization
38,Tally,Management,2014,523,33,4,29,0.13,12,Low Digitalization
38,Tally,Management,2014,524,27,1,26,0.02,2,Low Digitalization
38,Tally,Management,2014,525,31,1,30,0.02,2,Low Digitalization
38,Tally,Management,2014,526,25,10,15,0.4,40,Medium-Low Digitalization
38,Tally,Management,2014,527,8,2,6,0.2,19,Low Digitalization
38,Tally,Management,2014,528,23,6,17,0.25,24,Medium-Low Digitalization
38,Tally,Management,2014,529,54,10,44,0.19,19,Low Digitalization
39,Munier,Management,2014,530,19,4,15,0.21,20,Low Digitalization
39,Munier,Management,2014,531,40,4,36,0.09,9,Low Digitalization
39,Munier,Management,2014,532,40,5,35,0.12,11,Low Digitalization
39,Munier,Management,2014,533,29,6,23,0.2,20,Low Digitalization
39,Munier,Management,2014,534,15,0,15,0.03,3,Low Digitalization
39,Munier,Management,2014,535,31,12,19,0.38,37,Medium-Low Digitalization
39,Munier,Management,2014,536,24,9,15,0.36,35,Medium-Low Digitalization
40,Pleau,Management,2014,537,14,4,10,0.26,26,Medium-Low Digitalization
40,Pleau,Management,2014,538,30,1,29,0.04,3,Low Digitalization
40,Pleau,Management,2014,539,36,21,15,0.58,57,Medium-High Digitalization
40,Pleau,Management,2014,540,26,13,13,0.5,49,Medium-Low Digitalization
40,Pleau,Management,2014,541,10,5,5,0.53,52,Medium-High Digitalization
40,Pleau,Management,2014,542,9,3,6,0.3,29,Medium-Low Digitalization
40,Pleau,Management,2014,543,20,6,14,0.3,29,Medium-Low Digitalization
40,Pleau,Management,2014,544,11,2,9,0.15,15,Low Digitalization
40,Pleau,Management,2014,545,12,7,5,0.57,57,Medium-High Digitalization
40,Pleau,Management,2014,546,10,1,9,0.14,14,Low Digitalization
40,Pleau,Management,2014,547,14,6,8,0.44,43,Medium-Low Digitalization
41,Millon,Management,2014,548,49,9,40,0.19,18,Low Digitalization
41,Millon,Management,2014,549,19,8,11,0.41,41,Medium-Low Digitalization
41,Millon,Management,2014,550,12,2,10,0.19,18,Low Digitalization
41,Millon,Management,2014,551,34,7,27,0.21,20,Low Digitalization
41,Millon,Management,2014,552,8,3,5,0.38,38,Medium-Low Digitalization
41,Millon,Management,2014,553,37,8,29,0.22,21,Medium-Low Digitalization
41,Millon,Management,2014,554,25,15,10,0.59,58,Medium-High Digitalization
41,Millon,Management,2014,555,34,20,14,0.6,59,Medium-High Digitalization
41,Millon,Management,2014,556,24,1,23,0.05,5,Low Digitalization
41,Millon,Management,2014,557,53,7,46,0.13,13,Low Digitalization
41,Millon,Management,2014,558,8,5,3,0.56,56,Medium-High Digitalization
41,Millon,Management,2014,559,30,16,14,0.52,51,Medium-High Digitalization
41,Millon,Management,2014,560,40,14,26,0.35,35,Medium-Low Digitalization
42,Sandoz,Management,2014,561,27,1,26,0.05,5,Low Digitalization
42,Sandoz,Management,2014,562,54,5,49,0.09,8,Low Digitalization
42,Sandoz,Management,2014,563,30,16,14,0.52,51,Medium-High Digitalization
42,Sandoz,Management,2014,564,19,9,10,0.49,49,Medium-Low Digitalization
42,Sandoz,Management,2014,565,13,2,11,0.13,13,Low Digitalization
42,Sandoz,Management,2014,566,35,2,33,0.06,5,Low Digitalization
42,Sandoz,Management,2014,567,19,6,13,0.32,32,Medium-Low Digitalization
42,Sandoz,Management,2014,568,7,3,4,0.5,49,Medium-Low Digitalization
42,Sandoz,Management,2014,569,24,1,23,0.06,5,Low Digitalization
42,Sandoz,Management,2014,570,10,1,9,0.11,10,Low Digitalization
42,Sandoz,Management,2014,571,16,4,12,0.23,23,Medium-Low Digitalization
42,Sandoz,Management,2014,572,9,3,6,0.28,28,Medium-Low Digitalization
42,Sandoz,Management,2014,573,22,4,18,0.17,17,Low Digitalization
42,Sandoz,Management,2014,574,7,4,3,0.52,52,Medium-High Digitalization
42,Sandoz,Management,2014,575,10,2,8,0.17,16,Low Digitalization
42,Sandoz,Management,2014,576,19,9,10,0.48,47,Medium-Low Digitalization
42,Sandoz,Management,2014,577,5,2,3,0.43,43,Medium-Low Digitalization
42,Sandoz,Management,2014,578,34,19,15,0.55,54,Medium-High Digitalization
42,Sandoz,Management,2014,579,8,1,7,0.18,18,Low Digitalization
43,Totin,Management,2014,580,33,16,17,0.47,47,Medium-Low Digitalization
43,Totin,Management,2014,581,12,0,12,0.02,2,Low Digitalization
43,Totin,Management,2014,582,15,6,9,0.42,41,Medium-Low Digitalization
43,Totin,Management,2014,583,34,8,26,0.23,23,Medium-Low Digitalization
43,Totin,Management,2014,584,33,15,18,0.44,44,Medium-Low Digitalization
43,Totin,Management,2014,585,53,11,42,0.21,21,Medium-Low Digitalization
43,Totin,Management,2014,586,10,2,8,0.22,22,Medium-Low Digitalization
37,Gayton,Management,2015,499,26,4,22,0.15,15,Low Digitalization
37,Gayton,Management,2015,500,14,4,10,0.27,26,Medium-Low Digitalization
37,Gayton,Management,2015,501,7,5,2,0.66,66,Medium-High Digitalization
37,Gayton,Management,2015,502,6,0,6,0.04,3,Low Digitalization
37,Gayton,Management,2015,503,36,12,24,0.35,34,Medium-Low Digitalization
37,Gayton,Management,2015,504,6,1,5,0.17,16,Low Digitalization
37,Gayton,Management,2015,505,34,5,29,0.16,15,Low Digitalization
37,Gayton,Management,2015,506,11,1,10,0.13,13,Low Digitalization
37,Gayton,Management,2015,507,7,4,3,0.58,58,Medium-High Digitalization
37,Gayton,Management,2015,508,16,2,14,0.15,15,Low Digitalization
37,Gayton,Management,2015,509,39,13,26,0.33,32,Medium-Low Digitalization
37,Gayton,Management,2015,510,24,11,13,0.45,45,Medium-Low Digitalization
37,Gayton,Management,2015,511,40,25,15,0.63,62,Medium-High Digitalization
37,Gayton,Management,2015,512,7,0,7,0.07,7,Low Digitalization
37,Gayton,Management,2015,513,32,9,23,0.29,29,Medium-Low Digitalization
37,Gayton,Management,2015,514,34,18,16,0.53,52,Medium-High Digitalization
37,Gayton,Management,2015,515,32,12,20,0.38,37,Medium-Low Digitalization
38,Tally,Management,2015,516,10,4,6,0.44,43,Medium-Low Digitalization
38,Tally,Management,2015,517,33,18,15,0.54,53,Medium-High Digitalization
38,Tally,Management,2015,518,24,8,16,0.34,34,Medium-Low Digitalization
38,Tally,Management,2015,519,40,8,32,0.21,21,Medium-Low Digitalization
38,Tally,Management,2015,520,17,0,17,0.01,1,Low Digitalization
38,Tally,Management,2015,521,17,8,9,0.5,49,Medium-Low Digitalization
38,Tally,Management,2015,522,23,9,14,0.38,38,Medium-Low Digitalization
38,Tally,Management,2015,523,33,5,28,0.14,14,Low Digitalization
38,Tally,Management,2015,524,27,1,26,0.02,2,Low Digitalization
38,Tally,Management,2015,525,31,1,30,0.02,2,Low Digitalization
38,Tally,Management,2015,526,25,11,14,0.44,44,Medium-Low Digitalization
38,Tally,Management,2015,527,8,2,6,0.2,20,Low Digitalization
38,Tally,Management,2015,528,23,7,16,0.28,28,Medium-Low Digitalization
38,Tally,Management,2015,529,54,10,44,0.19,19,Low Digitalization
39,Munier,Management,2015,530,19,4,15,0.22,21,Medium-Low Digitalization
39,Munier,Management,2015,531,40,4,36,0.09,9,Low Digitalization
39,Munier,Management,2015,532,40,6,34,0.15,14,Low Digitalization
39,Munier,Management,2015,533,29,6,23,0.21,21,Medium-Low Digitalization
39,Munier,Management,2015,534,15,0,15,0.03,3,Low Digitalization
39,Munier,Management,2015,535,31,13,18,0.41,41,Medium-Low Digitalization
39,Munier,Management,2015,536,24,10,14,0.4,40,Medium-Low Digitalization
40,Pleau,Management,2015,537,14,4,10,0.3,29,Medium-Low Digitalization
40,Pleau,Management,2015,538,30,1,29,0.05,4,Low Digitalization
40,Pleau,Management,2015,539,36,24,12,0.66,66,Medium-High Digitalization
40,Pleau,Management,2015,540,26,15,11,0.59,59,Medium-High Digitalization
40,Pleau,Management,2015,541,10,6,4,0.56,56,Medium-High Digitalization
40,Pleau,Management,2015,542,9,3,6,0.32,32,Medium-Low Digitalization
40,Pleau,Management,2015,543,20,6,14,0.3,30,Medium-Low Digitalization
40,Pleau,Management,2015,544,11,2,9,0.16,16,Low Digitalization
40,Pleau,Management,2015,545,12,8,4,0.66,65,Medium-High Digitalization
40,Pleau,Management,2015,546,10,1,9,0.15,14,Low Digitalization
40,Pleau,Management,2015,547,14,8,6,0.54,53,Medium-High Digitalization
41,Millon,Management,2015,548,49,11,38,0.22,21,Medium-Low Digitalization
41,Millon,Management,2015,549,19,8,11,0.41,41,Medium-Low Digitalization
41,Millon,Management,2015,550,12,3,9,0.24,23,Medium-Low Digitalization
41,Millon,Management,2015,551,34,8,26,0.24,23,Medium-Low Digitalization
41,Millon,Management,2015,552,8,4,4,0.47,47,Medium-Low Digitalization
41,Millon,Management,2015,553,37,8,29,0.23,22,Medium-Low Digitalization
41,Millon,Management,2015,554,25,16,9,0.63,62,Medium-High Digitalization
41,Millon,Management,2015,555,34,25,9,0.74,73,Medium-High Digitalization
41,Millon,Management,2015,556,24,1,23,0.05,5,Low Digitalization
41,Millon,Management,2015,557,53,9,44,0.16,16,Low Digitalization
41,Millon,Management,2015,558,8,5,3,0.58,57,Medium-High Digitalization
41,Millon,Management,2015,559,30,16,14,0.54,53,Medium-High Digitalization
41,Millon,Management,2015,560,40,17,23,0.43,43,Medium-Low Digitalization
42,Sandoz,Management,2015,561,27,1,26,0.05,5,Low Digitalization
42,Sandoz,Management,2015,562,54,6,48,0.11,10,Low Digitalization
42,Sandoz,Management,2015,563,30,17,13,0.58,57,Medium-High Digitalization
42,Sandoz,Management,2015,564,19,11,8,0.59,59,Medium-High Digitalization
42,Sandoz,Management,2015,565,13,2,11,0.16,15,Low Digitalization
42,Sandoz,Management,2015,566,35,2,33,0.06,6,Low Digitalization
42,Sandoz,Management,2015,567,19,6,13,0.33,32,Medium-Low Digitalization
42,Sandoz,Management,2015,568,7,4,3,0.52,52,Medium-High Digitalization
42,Sandoz,Management,2015,569,24,1,23,0.06,6,Low Digitalization
42,Sandoz,Management,2015,570,10,1,9,0.11,11,Low Digitalization
42,Sandoz,Management,2015,571,16,4,12,0.23,23,Medium-Low Digitalization
42,Sandoz,Management,2015,572,9,3,6,0.34,34,Medium-Low Digitalization
42,Sandoz,Management,2015,573,22,5,17,0.21,20,Low Digitalization
42,Sandoz,Management,2015,574,7,4,3,0.59,59,Medium-High Digitalization
42,Sandoz,Management,2015,575,10,2,8,0.19,19,Low Digitalization
42,Sandoz,Management,2015,576,19,10,9,0.53,53,Medium-High Digitalization
42,Sandoz,Management,2015,577,5,2,3,0.44,44,Medium-Low Digitalization
42,Sandoz,Management,2015,578,34,23,11,0.67,66,Medium-High Digitalization
42,Sandoz,Management,2015,579,8,2,6,0.2,19,Low Digitalization
43,Totin,Management,2015,580,33,16,17,0.49,49,Medium-Low Digitalization
43,Totin,Management,2015,581,12,0,12,0.02,2,Low Digitalization
43,Totin,Management,2015,582,15,7,8,0.46,45,Medium-Low Digitalization
43,Totin,Management,2015,583,34,9,25,0.26,25,Medium-Low Digitalization
43,Totin,Management,2015,584,33,16,17,0.48,47,Medium-Low Digitalization
43,Totin,Management,2015,585,53,12,41,0.23,22,Medium-Low Digitalization
43,Totin,Management,2015,586,10,2,8,0.22,22,Medium-Low Digitalization
37,Gayton,Management,2016,499,26,4,22,0.16,15,Low Digitalization
37,Gayton,Management,2016,500,14,4,10,0.29,29,Medium-Low Digitalization
37,Gayton,Management,2016,501,7,5,2,0.73,73,Medium-High Digitalization
37,Gayton,Management,2016,502,6,0,6,0.05,4,Low Digitalization
37,Gayton,Management,2016,503,36,14,22,0.38,38,Medium-Low Digitalization
37,Gayton,Management,2016,504,6,1,5,0.2,19,Low Digitalization
37,Gayton,Management,2016,505,34,6,28,0.16,16,Low Digitalization
37,Gayton,Management,2016,506,11,2,9,0.15,15,Low Digitalization
37,Gayton,Management,2016,507,7,4,3,0.61,60,Medium-High Digitalization
37,Gayton,Management,2016,508,16,3,13,0.18,18,Low Digitalization
37,Gayton,Management,2016,509,39,13,26,0.33,33,Medium-Low Digitalization
37,Gayton,Management,2016,510,24,11,13,0.46,45,Medium-Low Digitalization
37,Gayton,Management,2016,511,40,29,11,0.73,73,Medium-High Digitalization
37,Gayton,Management,2016,512,7,1,6,0.07,7,Low Digitalization
37,Gayton,Management,2016,513,32,10,22,0.33,32,Medium-Low Digitalization
37,Gayton,Management,2016,514,34,22,12,0.65,64,Medium-High Digitalization
37,Gayton,Management,2016,515,32,15,17,0.46,45,Medium-Low Digitalization
38,Tally,Management,2016,516,10,5,5,0.53,53,Medium-High Digitalization
38,Tally,Management,2016,517,33,20,13,0.62,62,Medium-High Digitalization
38,Tally,Management,2016,518,24,8,16,0.34,34,Medium-Low Digitalization
38,Tally,Management,2016,519,40,10,30,0.25,24,Medium-Low Digitalization
38,Tally,Management,2016,520,17,0,17,0.01,1,Low Digitalization
38,Tally,Management,2016,521,17,9,8,0.55,55,Medium-High Digitalization
38,Tally,Management,2016,522,23,11,12,0.46,45,Medium-Low Digitalization
38,Tally,Management,2016,523,33,5,28,0.16,16,Low Digitalization
38,Tally,Management,2016,524,27,1,26,0.02,2,Low Digitalization
38,Tally,Management,2016,525,31,1,30,0.02,2,Low Digitalization
38,Tally,Management,2016,526,25,12,13,0.47,46,Medium-Low Digitalization
38,Tally,Management,2016,527,8,2,6,0.2,20,Low Digitalization
38,Tally,Management,2016,528,23,7,16,0.29,29,Medium-Low Digitalization
38,Tally,Management,2016,529,54,11,43,0.2,20,Low Digitalization
39,Munier,Management,2016,530,19,5,14,0.24,24,Medium-Low Digitalization
39,Munier,Management,2016,531,40,4,36,0.1,9,Low Digitalization
39,Munier,Management,2016,532,40,6,34,0.16,15,Low Digitalization
39,Munier,Management,2016,533,29,7,22,0.25,24,Medium-Low Digitalization
39,Munier,Management,2016,534,15,0,15,0.03,3,Low Digitalization
39,Munier,Management,2016,535,31,14,17,0.46,45,Medium-Low Digitalization
39,Munier,Management,2016,536,24,11,13,0.44,44,Medium-Low Digitalization
40,Pleau,Management,2016,537,14,5,9,0.36,35,Medium-Low Digitalization
40,Pleau,Management,2016,538,30,2,28,0.06,5,Low Digitalization
40,Pleau,Management,2016,539,36,29,7,0.81,81,High Digitalization
40,Pleau,Management,2016,540,26,19,7,0.73,72,Medium-High Digitalization
40,Pleau,Management,2016,541,10,6,4,0.63,62,Medium-High Digitalization
40,Pleau,Management,2016,542,9,3,6,0.38,37,Medium-Low Digitalization
40,Pleau,Management,2016,543,20,7,13,0.33,33,Medium-Low Digitalization
40,Pleau,Management,2016,544,11,2,9,0.17,17,Low Digitalization
40,Pleau,Management,2016,545,12,8,4,0.69,69,Medium-High Digitalization
40,Pleau,Management,2016,546,10,2,8,0.16,15,Low Digitalization
40,Pleau,Management,2016,547,14,9,5,0.62,62,Medium-High Digitalization
41,Millon,Management,2016,548,49,12,37,0.25,24,Medium-Low Digitalization
41,Millon,Management,2016,549,19,8,11,0.41,41,Medium-Low Digitalization
41,Millon,Management,2016,550,12,3,9,0.25,24,Medium-Low Digitalization
41,Millon,Management,2016,551,34,8,26,0.25,24,Medium-Low Digitalization
41,Millon,Management,2016,552,8,4,4,0.55,54,Medium-High Digitalization
41,Millon,Management,2016,553,37,9,28,0.25,25,Medium-Low Digitalization
41,Millon,Management,2016,554,25,19,6,0.74,74,Medium-High Digitalization
41,Millon,Management,2016,555,34,30,4,0.87,87,High Digitalization
41,Millon,Management,2016,556,24,1,23,0.06,5,Low Digitalization
41,Millon,Management,2016,557,53,9,44,0.18,17,Low Digitalization
41,Millon,Management,2016,558,8,5,3,0.59,58,Medium-High Digitalization
41,Millon,Management,2016,559,30,17,13,0.57,56,Medium-High Digitalization
41,Millon,Management,2016,560,40,19,21,0.48,48,Medium-Low Digitalization
42,Sandoz,Management,2016,561,27,2,25,0.06,6,Low Digitalization
42,Sandoz,Management,2016,562,54,7,47,0.13,12,Low Digitalization
42,Sandoz,Management,2016,563,30,20,10,0.66,65,Medium-High Digitalization
42,Sandoz,Management,2016,564,19,12,7,0.61,60,Medium-High Digitalization
42,Sandoz,Management,2016,565,13,2,11,0.16,16,Low Digitalization
42,Sandoz,Management,2016,566,35,3,32,0.07,7,Low Digitalization
42,Sandoz,Management,2016,567,19,7,12,0.39,38,Medium-Low Digitalization
42,Sandoz,Management,2016,568,7,4,3,0.57,56,Medium-High Digitalization
42,Sandoz,Management,2016,569,24,1,23,0.06,6,Low Digitalization
42,Sandoz,Management,2016,570,10,1,9,0.12,11,Low Digitalization
42,Sandoz,Management,2016,571,16,4,12,0.25,24,Medium-Low Digitalization
42,Sandoz,Management,2016,572,9,4,5,0.4,40,Medium-Low Digitalization
42,Sandoz,Management,2016,573,22,5,17,0.22,22,Medium-Low Digitalization
42,Sandoz,Management,2016,574,7,5,2,0.71,70,Medium-High Digitalization
42,Sandoz,Management,2016,575,10,2,8,0.2,20,Low Digitalization
42,Sandoz,Management,2016,576,19,11,8,0.59,58,Medium-High Digitalization
42,Sandoz,Management,2016,577,5,2,3,0.46,45,Medium-Low Digitalization
42,Sandoz,Management,2016,578,34,24,10,0.7,69,Medium-High Digitalization
42,Sandoz,Management,2016,579,8,2,6,0.22,22,Medium-Low Digitalization
43,Totin,Management,2016,580,33,17,16,0.52,52,Medium-High Digitalization
43,Totin,Management,2016,581,12,0,12,0.02,2,Low Digitalization
43,Totin,Management,2016,582,15,7,8,0.49,49,Medium-Low Digitalization
43,Totin,Management,2016,583,34,9,25,0.27,27,Medium-Low Digitalization
43,Totin,Management,2016,584,33,18,15,0.53,53,Medium-High Digitalization
43,Totin,Management,2016,585,53,14,39,0.26,25,Medium-Low Digitalization
43,Totin,Management,2016,586,10,3,7,0.26,25,Medium-Low Digitalization
37,Gayton,Management,2017,499,26,5,21,0.2,19,Low Digitalization
37,Gayton,Management,2017,500,14,4,10,0.29,28,Medium-Low Digitalization
37,Gayton,Management,2017,501,7,6,1,0.85,85,High Digitalization
37,Gayton,Management,2017,502,6,0,6,0.06,5,Low Digitalization
37,Gayton,Management,2017,503,36,15,21,0.41,40,Medium-Low Digitalization
37,Gayton,Management,2017,504,6,1,5,0.2,20,Low Digitalization
37,Gayton,Management,2017,505,34,6,28,0.19,18,Low Digitalization
37,Gayton,Management,2017,506,11,2,9,0.17,16,Low Digitalization
37,Gayton,Management,2017,507,7,5,2,0.65,64,Medium-High Digitalization
37,Gayton,Management,2017,508,16,4,12,0.22,21,Medium-Low Digitalization
37,Gayton,Management,2017,509,39,14,25,0.35,34,Medium-Low Digitalization
37,Gayton,Management,2017,510,24,13,11,0.56,56,Medium-High Digitalization
37,Gayton,Management,2017,511,40,34,6,0.86,86,High Digitalization
37,Gayton,Management,2017,512,7,1,6,0.07,7,Low Digitalization
37,Gayton,Management,2017,513,32,11,21,0.33,33,Medium-Low Digitalization
37,Gayton,Management,2017,514,34,22,12,0.66,65,Medium-High Digitalization
37,Gayton,Management,2017,515,32,17,15,0.53,53,Medium-High Digitalization
38,Tally,Management,2017,516,10,6,4,0.59,59,Medium-High Digitalization
38,Tally,Management,2017,517,33,21,12,0.63,63,Medium-High Digitalization
38,Tally,Management,2017,518,24,9,15,0.39,38,Medium-Low Digitalization
38,Tally,Management,2017,519,40,12,28,0.3,30,Medium-Low Digitalization
38,Tally,Management,2017,520,17,0,17,0.01,1,Low Digitalization
