,Department,Teacher_ID,Teacher_Name,Year,Course_ID,Course_Duration,Course_Ressources,Course_Ress_Digit,Course_Ress_inClass,Digitalization_Ressource_Ratio,Digitalization_Ressource_Percent,Number_Video,Number_QCM,Number_Test,Number_Lecture,Number_Exercise,Number_Exam
193,Art,13,Bonne,2013,194,27,12,4,8,0.33,33,3,1,0,5,3,0
194,Art,13,Bonne,2013,195,12,11,2,9,0.18,18,1,1,0,5,3,1
195,Art,13,Bonne,2013,196,12,11,1,10,0.09,9,0,1,0,7,3,0
196,Art,13,Bonne,2013,197,13,5,3,2,0.6,60,3,0,0,1,1,0
197,Art,14,Agard,2013,198,30,12,4,8,0.33,33,2,2,0,5,2,1
198,Art,14,Agard,2013,199,10,8,4,4,0.5,50,3,1,0,1,2,1
199,Art,14,Agard,2013,200,35,22,3,19,0.14,14,3,0,0,13,6,0
200,Art,14,Agard,2013,201,49,27,5,22,0.19,19,3,1,1,14,7,1
201,Art,14,Agard,2013,202,58,27,12,15,0.44,44,7,5,0,10,4,1
202,Art,14,Agard,2013,203,33,10,5,5,0.5,50,3,2,0,2,2,1
203,Art,14,Agard,2013,204,59,57,23,34,0.4,40,12,11,0,22,10,2
204,Art,14,Agard,2013,205,39,32,4,28,0.12,12,1,2,1,18,9,1
205,Art,14,Agard,2013,206,23,9,2,7,0.22,22,1,1,0,5,2,0
206,Art,14,Agard,2013,207,8,7,4,3,0.57,57,3,1,0,1,1,1
207,Art,14,Agard,2013,208,13,9,2,7,0.22,22,2,0,0,4,3,0
208,Art,14,Agard,2013,209,40,13,1,12,0.08,8,0,1,0,7,4,1
209,Art,15,Boron,2013,210,40,29,6,23,0.21,21,4,2,0,15,7,1
210,Art,15,Boron,2013,211,34,25,12,13,0.48,48,5,6,1,9,3,1
211,Art,15,Boron,2013,212,12,3,1,2,0.33,33,1,0,0,2,0,0
212,Art,15,Boron,2013,213,14,12,3,9,0.25,25,3,0,0,5,3,1
213,Art,15,Boron,2013,214,47,14,6,8,0.43,43,4,1,1,6,1,1
214,Art,15,Boron,2013,215,56,51,4,47,0.08,8,2,2,0,31,14,2
215,Art,15,Boron,2013,216,15,4,2,2,0.5,50,2,0,0,1,1,0
216,Art,15,Boron,2013,217,36,23,7,16,0.3,30,5,1,1,11,5,0
217,Art,15,Boron,2013,218,38,29,1,28,0.03,3,0,1,0,19,9,0
218,Art,15,Boron,2013,219,52,32,4,28,0.12,12,2,2,0,18,9,1
219,Art,15,Boron,2013,220,5,2,1,1,0.5,50,0,1,0,0,1,0
220,Art,15,Boron,2013,221,11,6,1,5,0.17,17,0,1,0,2,2,1
221,Art,15,Boron,2013,222,15,15,6,9,0.4,40,4,1,1,6,2,1
222,Art,16,Bordon,2013,223,32,11,2,9,0.18,18,2,0,0,6,3,0
223,Art,16,Bordon,2013,224,30,25,11,14,0.44,44,8,2,1,9,5,0
224,Art,16,Bordon,2013,225,24,21,11,10,0.52,52,7,4,0,6,3,1
225,Art,16,Bordon,2013,226,18,5,2,3,0.4,40,2,0,0,2,1,0
226,Art,16,Bordon,2013,227,21,20,1,19,0.05,5,0,1,0,13,6,0
227,Art,16,Bordon,2013,228,13,13,2,11,0.15,15,1,1,0,7,3,1
228,Art,16,Bordon,2013,229,24,21,3,18,0.14,14,1,2,0,12,5,1
229,Art,16,Bordon,2013,230,38,14,1,13,0.07,7,0,1,0,9,4,0
230,Art,16,Bordon,2013,231,36,21,7,14,0.33,33,3,3,1,9,5,0
231,Art,16,Bordon,2013,232,12,3,1,2,0.33,33,1,0,0,1,1,0
232,Art,16,Bordon,2013,233,51,25,11,14,0.44,44,8,3,0,10,3,1
233,Art,16,Bordon,2013,234,11,5,3,2,0.6,60,1,1,1,2,0,0
234,Art,16,Bordon,2013,235,21,15,8,7,0.53,53,4,3,1,4,2,1
235,Art,16,Bordon,2013,236,29,18,4,14,0.22,22,2,1,1,10,3,1
236,Art,16,Bordon,2013,237,28,27,3,24,0.11,11,3,0,0,15,7,2
237,Art,17,Moulin,2013,238,17,16,7,9,0.44,44,4,2,1,6,2,1
238,Art,17,Moulin,2013,239,5,5,1,4,0.2,20,1,0,0,1,2,1
239,Art,17,Moulin,2013,240,25,14,1,13,0.07,7,1,0,0,9,4,0
240,Art,17,Moulin,2013,241,8,6,3,3,0.5,50,1,2,0,1,1,1
241,Art,17,Moulin,2013,242,23,14,5,9,0.36,36,1,3,1,6,2,1
242,Art,17,Moulin,2013,243,37,22,5,17,0.23,23,3,1,1,11,6,0
243,Art,17,Moulin,2013,244,28,23,11,12,0.48,48,8,2,1,8,4,0
244,Art,17,Moulin,2013,245,7,4,1,3,0.25,25,0,1,0,2,1,0
245,Art,17,Moulin,2013,246,9,4,1,3,0.25,25,0,1,0,2,1,0
246,Art,17,Moulin,2013,247,33,33,2,31,0.06,6,1,1,0,21,10,0
247,Art,17,Moulin,2013,248,11,9,5,4,0.56,56,3,2,0,3,1,0
248,Art,17,Moulin,2013,249,36,29,7,22,0.24,24,5,2,0,14,7,1
249,Art,17,Moulin,2013,250,13,11,4,7,0.36,36,2,2,0,3,3,1
250,Art,17,Moulin,2013,251,5,5,2,3,0.4,40,1,1,0,2,1,0
251,Art,17,Moulin,2013,252,11,5,2,3,0.4,40,2,0,0,1,1,1
252,Art,17,Moulin,2013,253,40,26,3,23,0.12,12,1,2,0,15,7,1
253,Art,17,Moulin,2013,254,12,8,3,5,0.38,38,2,1,0,3,2,0
254,Art,17,Moulin,2013,255,49,44,8,36,0.18,18,5,3,0,23,11,2
255,Art,18,Bien-Aime,2013,256,13,8,1,7,0.12,12,1,0,0,5,1,1
256,Art,18,Bien-Aime,2013,257,27,27,12,15,0.44,44,6,6,0,9,5,1
257,Art,18,Bien-Aime,2013,258,22,21,8,13,0.38,38,4,3,1,8,4,1
258,Art,18,Bien-Aime,2013,259,10,8,1,7,0.12,12,1,0,0,5,2,0
259,Art,18,Bien-Aime,2013,260,20,7,1,6,0.14,14,0,1,0,4,1,1
260,Art,18,Bien-Aime,2013,261,13,9,1,8,0.11,11,0,1,0,5,3,0
261,Art,18,Bien-Aime,2013,262,11,5,2,3,0.4,40,2,0,0,2,1,0
262,Art,18,Bien-Aime,2013,263,37,21,4,17,0.19,19,2,1,1,11,5,1
263,Art,18,Bien-Aime,2013,264,41,32,11,21,0.34,34,7,4,0,13,6,2
264,Art,18,Bien-Aime,2013,265,18,5,2,3,0.4,40,2,0,0,2,1,0
265,Art,18,Bien-Aime,2013,266,10,10,4,6,0.4,40,2,2,0,3,2,1
266,Art,18,Bien-Aime,2013,267,38,31,7,24,0.23,23,2,4,1,14,8,2
267,Art,18,Bien-Aime,2013,268,23,10,3,7,0.3,30,1,1,1,3,3,1
268,Art,18,Bien-Aime,2013,269,10,6,2,4,0.33,33,2,0,0,3,1,0
269,Art,18,Bien-Aime,2013,270,10,4,2,2,0.5,50,2,0,0,1,1,0
270,Art,18,Bien-Aime,2013,271,60,41,17,24,0.41,41,10,7,0,16,8,0
271,Art,18,Bien-Aime,2013,272,15,4,1,3,0.25,25,1,0,0,1,1,1
272,Art,19,Duplantis,2013,273,21,6,2,4,0.33,33,2,0,0,3,1,0
273,Art,19,Duplantis,2013,274,11,8,2,6,0.25,25,1,1,0,3,2,1
274,Art,19,Duplantis,2013,275,28,17,8,9,0.47,47,4,4,0,6,3,0
275,Art,19,Duplantis,2013,276,19,9,5,4,0.56,56,3,2,0,3,1,0
276,Art,19,Duplantis,2013,277,7,3,1,2,0.33,33,0,1,0,1,1,0
277,Art,19,Duplantis,2013,278,39,24,8,16,0.33,33,5,2,1,11,5,0
278,Art,19,Duplantis,2013,279,8,3,1,2,0.33,33,1,0,0,1,1,0
279,Art,19,Duplantis,2013,280,15,4,1,3,0.25,25,0,1,0,1,1,1
280,Art,19,Duplantis,2013,281,12,5,1,4,0.2,20,1,0,0,3,1,0
281,Art,19,Duplantis,2013,282,46,40,17,23,0.42,42,6,9,2,15,6,2
282,Art,19,Duplantis,2013,283,29,22,7,15,0.32,32,5,2,0,9,5,1
283,Art,19,Duplantis,2013,284,19,9,4,5,0.44,44,2,1,1,3,2,0
284,Art,19,Duplantis,2013,285,52,39,13,26,0.33,33,8,4,1,17,7,2
285,Art,19,Duplantis,2013,286,34,14,5,9,0.36,36,1,3,1,6,3,0
286,Art,19,Duplantis,2013,287,20,19,8,11,0.42,42,5,3,0,6,4,1
287,Art,19,Duplantis,2013,288,43,16,8,8,0.5,50,4,4,0,5,2,1
288,Law,20,Houy,2013,289,49,30,14,16,0.47,47,5,7,2,10,5,1
289,Law,20,Houy,2013,290,22,18,4,14,0.22,22,2,2,0,10,3,1
290,Law,20,Houy,2013,291,27,9,2,7,0.22,22,1,1,0,5,1,1
291,Law,20,Houy,2013,292,14,14,1,13,0.07,7,1,0,0,9,3,1
292,Law,20,Houy,2013,293,7,2,1,1,0.5,50,0,1,0,0,1,0
293,Law,20,Houy,2013,294,6,3,2,1,0.67,67,2,0,0,1,0,0
294,Law,20,Houy,2013,295,15,5,1,4,0.2,20,0,1,0,1,2,1
295,Law,20,Houy,2013,296,15,12,5,7,0.42,42,3,2,0,5,1,1
296,Law,20,Houy,2013,297,55,14,5,9,0.36,36,3,1,1,6,2,1
297,Law,20,Houy,2013,298,29,27,8,19,0.3,30,5,3,0,12,6,1
298,Law,20,Houy,2013,299,9,3,2,1,0.67,67,2,0,0,1,0,0
299,Law,20,Houy,2013,300,5,5,1,4,0.2,20,0,1,0,1,2,1
300,Law,20,Houy,2013,301,17,11,5,6,0.45,45,3,2,0,4,2,0
301,Law,20,Houy,2013,302,38,32,13,19,0.41,41,4,7,2,12,6,1
302,Law,20,Houy,2013,303,14,12,4,8,0.33,33,2,1,1,5,2,1
303,Law,20,Houy,2013,304,5,2,1,1,0.5,50,0,1,0,0,1,0
304,Law,20,Houy,2013,305,27,17,9,8,0.53,53,4,5,0,5,2,1
305,Law,20,Houy,2013,306,37,25,3,22,0.12,12,1,2,0,14,6,2
306,Law,21,Duquette,2013,307,11,7,2,5,0.29,29,1,1,0,3,1,1
307,Law,21,Duquette,2013,308,15,10,4,6,0.4,40,3,1,0,3,2,1
308,Law,21,Duquette,2013,309,18,7,2,5,0.29,29,1,1,0,3,2,0
309,Law,21,Duquette,2013,310,22,8,3,5,0.38,38,3,0,0,2,2,1
310,Law,21,Duquette,2013,311,22,22,11,11,0.5,50,5,6,0,7,4,0
311,Law,21,Duquette,2013,312,11,5,2,3,0.4,40,1,1,0,1,1,1
312,Law,21,Duquette,2013,313,8,7,1,6,0.14,14,1,0,0,4,1,1
